Threshold	Nodes	Edges	Clusters	LargestCluster	SecondLargestCluster	Score
1e-05	4	2	2	2	2	0
0.001	5	4	2	3	2	0
0.00114	7	5	3	3	2	0
0.00135	9	6	4	3	2	0
0.00145	13	8	6	3	2	0
0.00156	15	9	7	3	2	0
0.00201	15	10	7	3	2	0
0.00213	17	12	7	4	3	0
0.00223	18	13	7	5	3	0
0.00234	20	14	8	5	3	0
0.00236	22	15	9	5	3	0.0833148
0.00247	24	17	10	5	3	0.0897421
0.0026	24	18	10	5	3	0.0915618
0.00263	24	19	9	7	3	0.0538668
0.00275	24	20	9	7	3	0.0398155
0.00279	25	21	9	7	3	0.0294099
0.00301	28	24	10	8	3	0.0288332
0.00305	29	25	10	8	3	0.010915
0.00309	32	26	11	8	4	0.178386
0.00312	34	29	11	8	5	0.192189
0.00321	36	30	12	8	5	0.887799
0.00334	36	32	12	8	5	0.903557
0.00337	38	34	12	10	5	0.912149
0.00346	39	35	12	10	5	0.920494
0.00353	40	36	12	11	5	0.932228
0.00363	41	38	12	12	5	0.939425
0.00367	42	42	11	13	6	0.272131
0.00372	42	43	11	13	6	0.291566
0.00374	43	44	11	14	6	0.309265
0.00388	43	46	10	17	6	0.144005
0.0039	45	48	11	17	6	0.313098
0.004	46	51	11	18	6	0.308175
0.00402	47	52	11	19	6	0.300194
0.0041	49	54	12	19	6	0.982304
0.00418	49	55	12	19	6	0.982659
0.00423	51	57	13	19	6	1.11146
0.00425	52	59	13	20	6	1.11292
0.00436	52	60	13	20	6	1.11556
0.00439	53	61	13	21	6	1.11513
0.00451	54	63	12	27	6	0.973849
0.00454	54	64	12	27	6	0.965769
0.00457	54	67	12	27	6	0.958374
0.00459	54	68	12	27	6	0.954796
0.00467	57	72	11	29	6	0.267604
0.00469	57	75	11	29	6	0.26255
0.00471	57	76	11	29	6	0.257863
0.00473	57	77	11	29	6	0.254352
0.00475	60	82	11	32	6	0.246712
0.00481	60	83	11	32	6	0.239665
0.00488	60	85	11	32	6	0.233985
0.00491	61	88	11	33	6	0.232731
0.00494	61	89	11	33	6	0.232249
0.005	63	93	11	35	6	0.228793
0.00502	66	97	11	36	6	0.224057
0.00509	66	98	11	36	6	0.22167
0.00511	66	99	11	36	6	0.219374
0.00513	67	101	11	37	6	0.215834
0.00516	69	102	12	37	6	0.895442
0.00519	69	104	12	37	6	0.895342
0.00522	69	105	12	37	6	0.895245
0.00526	70	107	12	38	6	0.89391
0.00529	71	108	12	39	6	0.892013
0.00534	73	109	13	39	6	1.01643
0.00537	73	111	13	39	6	1.0123
0.00539	74	112	13	40	6	1.00766
0.00545	74	116	13	40	6	1.00311
0.00547	74	117	13	40	6	0.999138
0.00552	76	119	13	42	6	0.993592
0.00555	76	121	13	42	6	0.988174
0.00557	76	123	13	42	6	0.98288
0.00559	76	125	13	42	6	0.977705
0.00561	76	126	13	42	6	0.96867
0.00565	76	127	13	42	6	0.960211
0.00567	77	131	13	42	7	0.95787
0.0057	77	135	13	42	7	0.953902
0.00575	77	136	13	42	7	0.950283
0.00577	78	138	13	43	7	0.945783
0.0058	78	142	13	43	7	0.942553
0.00583	79	144	13	43	7	0.940053
0.00585	79	145	13	43	7	0.937835
0.00589	79	147	13	43	7	0.935562
0.00591	79	150	11	43	9	0.133738
0.00594	79	151	11	43	9	0.140315
0.006	80	153	11	44	9	0.146611
0.00602	81	154	11	44	10	0.153692
0.00604	81	156	11	44	10	0.161151
0.00607	81	158	11	44	10	0.169433
0.0061	85	175	11	48	10	0.175948
0.00614	86	180	11	48	10	0.182778
0.00616	87	183	11	49	10	0.189089
0.00622	87	185	11	49	10	0.195694
0.00624	88	189	11	50	10	0.202158
0.00626	90	196	12	50	10	0.88472
0.00629	90	198	12	50	10	0.886011
0.00631	90	200	12	50	10	0.887799
0.00633	90	202	12	50	10	0.887345
0.00635	91	206	12	51	10	0.886008
0.00637	92	208	12	52	10	0.883827
0.00641	92	209	12	52	10	0.883856
0.00643	92	211	12	52	10	0.883885
0.00646	93	215	12	52	10	0.884771
0.00648	94	218	12	53	10	0.884793
0.00651	95	220	12	54	10	0.884387
0.00655	96	224	12	55	10	0.883149
0.00657	96	227	12	55	10	0.881932
0.00659	96	230	12	55	10	0.880736
0.00661	96	231	12	55	10	0.879561
0.00663	96	232	12	55	10	0.878798
0.00665	97	233	12	56	10	0.878046
0.00667	98	235	12	56	10	0.877304
0.00669	99	239	12	57	10	0.87619
0.00671	100	243	12	57	10	0.875095
0.00677	100	245	12	57	10	0.874389
0.00681	100	248	12	57	10	0.874062
0.00683	100	251	12	57	10	0.874497
0.00685	100	253	12	57	10	0.87493
0.00687	100	254	12	57	10	0.875361
0.00689	101	258	12	57	10	0.875788
0.00691	102	263	12	58	10	0.87546
0.00695	102	267	12	58	10	0.875884
0.007	103	270	12	59	10	0.875558
0.00702	103	272	12	59	10	0.875596
0.00704	103	274	12	59	10	0.875635
0.00706	103	276	12	59	10	0.876052
0.00712	104	278	12	60	10	0.87573
0.00714	104	283	12	60	10	0.875411
0.00716	104	287	12	60	10	0.875095
0.00723	104	291	12	60	10	0.874781
0.00726	105	294	12	60	10	0.874471
0.00728	106	297	12	61	10	0.873795
0.00732	106	298	12	61	10	0.873492
0.00735	106	299	12	61	10	0.873535
0.00737	106	302	12	61	10	0.873578
0.00739	107	307	12	62	10	0.872917
0.00741	108	311	12	62	10	0.872261
0.00743	109	314	12	62	10	0.871947
0.00745	109	315	12	62	10	0.871635
0.00748	109	319	12	62	10	0.871325
0.0075	109	322	12	62	10	0.871016
0.00752	109	324	12	62	10	0.87249
0.00754	110	326	12	63	10	0.8736
0.00756	110	328	12	63	10	0.875411
0.00758	110	329	12	63	10	0.877565
0.0076	111	333	12	63	10	0.879706
0.00762	112	336	12	63	10	0.882177
0.00764	113	338	12	63	10	0.884641
0.00767	113	340	12	63	10	0.887098
0.00769	113	344	12	63	10	0.889548
0.00771	113	350	12	63	10	0.891991
0.00773	113	354	11	68	10	0.209191
0.00775	113	359	10	68	10	0.0378453
0.00778	115	361	10	70	10	0.0357851
0.0078	116	363	10	71	10	0.0330956
0.00782	118	368	11	71	10	0.200755
0.00784	118	370	11	71	10	0.198511
0.00786	118	371	11	71	10	0.196315
0.00789	118	373	11	71	10	0.194166
0.00792	118	375	11	71	10	0.192063
0.00794	118	378	11	71	10	0.190003
0.00796	118	380	11	71	10	0.187986
0.00798	118	381	11	71	10	0.187435
0.00801	118	385	11	71	10	0.186887
0.00803	118	389	11	71	10	0.187221
0.00805	118	394	11	71	10	0.187839
0.00807	121	398	12	72	10	0.869587
0.00809	121	400	12	72	10	0.86961
0.00812	121	402	12	72	10	0.869634
0.00814	122	409	12	72	10	0.869657
0.00816	122	415	12	72	10	0.869987
0.00818	122	422	12	72	10	0.870316
0.00821	122	423	12	72	10	0.870645
0.00825	122	425	12	72	10	0.870972
0.00827	123	433	12	73	10	0.87071
0.0083	123	437	12	73	10	0.870449
0.00833	123	439	12	73	10	0.870189
0.00836	124	442	12	73	10	0.870211
0.00838	125	450	11	73	10	0.183336
0.0084	125	453	11	73	10	0.178199
0.00842	126	456	11	74	10	0.172513
0.00844	126	459	11	74	10	0.166854
0.00846	126	461	11	74	10	0.161224
0.00848	126	463	11	74	10	0.155622
0.0085	126	466	11	74	10	0.150048
0.00852	126	469	11	74	10	0.144724
0.00854	126	472	11	74	10	0.139412
0.00857	126	474	11	74	10	0.134343
0.0086	126	482	10	74	13	-0.0322815
0.00862	126	486	10	74	13	-0.0284654
0.00864	126	490	10	74	13	-0.0244885
0.00866	127	493	10	74	13	-0.0200918
0.00868	127	498	10	74	13	-0.0154891
0.0087	127	499	10	74	13	-0.0120634
0.00872	127	507	10	74	13	-0.00846931
0.00874	127	513	10	74	13	-0.00469395
0.00878	127	514	10	74	13	-0.00202892
0.0088	128	519	10	75	13	0.000492667
0.00882	128	525	10	75	13	0.00314528
0.00884	128	532	10	75	13	0.000191287
0.00887	128	534	10	75	13	-0.00275548
0.00889	129	536	10	75	13	-0.00569505
